example_id,annotator,batch_id,context,query,gold,baselines_results,is_ill_defined,knowledge_level
1-35139_06200ab8-f2d8-408d-9232-4f2f29c9e2d7,annotator1,dfb919a3-d6c4-45ca-8c6d-299d811c81a6,"The complex nature of clinical environments presents significant hallucination challenges for large language models (LLMs), hindering their widespread adoption in medical applications. Addressing these hallucination issues is crucial for improving the effectiveness of Medical Information Extraction tasks.","In this context, what would be a good source of inspiration for **Medical information extraction tasks**?",an identify-and-classify process,"{""mpnet_zero"": {""suggestion"": ""developing large language models in the medical domain to assist clinicians"", ""k"": ""1"", ""rank"": 5}, ""positive"": {""suggestion"": ""an identify-and-classify process"", ""k"": ""1"", ""rank"": 3}, ""sciIE"": {""suggestion"": ""complexity of medical language"", ""k"": ""1"", ""rank"": 4}, ""random"": {""suggestion"": ""mechanical simulation using the finite element method"", ""k"": ""1"", ""rank"": 6}, ""gpt-4o"": {""suggestion"": ""knowledge distillation techniques"", ""k"": ""1"", ""rank"": 2}, ""ours"": {""suggestion"": ""formulate an EHR question-answering task"", ""k"": ""1"", ""rank"": 1}}",,4
1-41549_fe8b430d-566c-4f49-b4d5-49035a791a6d,annotator1,dfb919a3-d6c4-45ca-8c6d-299d811c81a6,"The evaluation of large language models (LLMs) for clinical applications is critical to ensure their safe and reliable use, particularly in mitigating potential risks such as hallucinations. Current evaluation methods are heavily reliant on labor-intensive human participation, highlighting the need for more efficient and automated approaches to assess LLMs' capabilities in medical diagnosis and treatment.","In this context, what would be a good source of inspiration for **An automatic evaluation paradigm tailored to assess the large language models' capabilities in delivering clinical services, e.g., disease diagnosis and treatment**?",professional clinical practice pathways,"{""gpt-4o"": {""suggestion"": ""simulation-based testing frameworks"", ""k"": ""1"", ""rank"": 2}, ""mpnet_zero"": {""suggestion"": ""consulting a large language model and medical experts"", ""k"": ""1"", ""rank"": 3}, ""sciIE"": {""suggestion"": ""complexity of medical language"", ""k"": ""1"", ""rank"": 6}, ""positive"": {""suggestion"": ""professional clinical practice pathways"", ""k"": ""1"", ""rank"": 1}, ""random"": {""suggestion"": ""task-specific NLP models"", ""k"": ""1"", ""rank"": 5}, ""ours"": {""suggestion"": ""the widely-adopted \""needle-in-a-haystack\"" (needle-in-a-haystack\"") evaluation"", ""k"": ""1"", ""rank"": 4}}",,2
1-30045_e2830c52-6a9e-484e-afb0-191398e9b81b,annotator1,dfb919a3-d6c4-45ca-8c6d-299d811c81a6,"The reasoning ability of large language models (LLMs) is limited in mathematical reasoning, which is crucial for various fields such as healthcare, transport, and aerospace. There is a significant need to enhance the mathematical reasoning capabilities of LLMs to address this gap and improve their performance in solving mathematical problems.","In this context, what would be a good source of inspiration for **Improve the mathematical reasoning ability of large language models**?",the human learning process of generalization of learned information and effective application of previous knowledge in new reasoning tasks,"{""gpt-4o"": {""suggestion"": ""symbolic reasoning techniques"", ""k"": ""1"", ""rank"": 2}, ""sciIE"": {""suggestion"": ""Large-Language model (LLM)"", ""k"": ""1"", ""rank"": 5}, ""random"": {""suggestion"": ""self-distillation"", ""k"": ""1"", ""rank"": 6}, ""ours"": {""suggestion"": ""the cognitive mechanism in human mathematical learning"", ""k"": ""1"", ""rank"": 3}, ""mpnet_zero"": {""suggestion"": ""improve the reasoning capabilities of Large Language Models"", ""k"": ""1"", ""rank"": 4}, ""positive"": {""suggestion"": ""the human learning process of generalization of learned information and effective application of previous knowledge in new reasoning tasks"", ""k"": ""1"", ""rank"": 1}}",,3
1-25013_fa771011-68c5-4f3c-8724-0884e85b14e9,annotator1,dfb919a3-d6c4-45ca-8c6d-299d811c81a6,"The performance of large language models on mathematical problems and reasoning tasks is limited due to the inherent difficulty of these problems and the multi-step nature of their solutions, which complicates the effectiveness of a single prompting technique. This highlights a need for improved approaches that can guide LLMs through varying cognitive processes to reach correct solutions.","In this context, what would be a good source of inspiration for **A new prompting technique**?",Bloom's Taxonomy,"{""positive"": {""suggestion"": ""Bloom's Taxonomy"", ""k"": ""1"", ""rank"": 1}, ""random"": {""suggestion"": ""static background priors"", ""k"": ""1"", ""rank"": 6}, ""ours"": {""suggestion"": ""well-developed cognitive science"", ""k"": ""1"", ""rank"": 4}, ""sciIE"": {""suggestion"": ""prompt-engineering-based large language models (LLMs)"", ""k"": ""1"", ""rank"": 3}, ""mpnet_zero"": {""suggestion"": ""text prompting in Large Language Models"", ""k"": ""1"", ""rank"": 5}, ""gpt-4o"": {""suggestion"": ""cognitive task analysis"", ""k"": ""1"", ""rank"": 2}}",,3
1-31809_e5ffa1fb-0958-4eeb-a7e1-a0efae1ae46f,annotator1,dfb919a3-d6c4-45ca-8c6d-299d811c81a6,"The task of finding plausible knowledge missing from a given ontology is highly challenging, particularly for Large Language Models, even after fine-tuning. Additionally, there is a need to evaluate and compare different approaches to ontology completion, as previous research has not thoroughly analyzed their effectiveness or the potential for hybrid strategies.","In this context, what would be a good source of inspiration for **The problem of finding plausible knowledge that is missing from a given ontology**?",a generalisation of the well-studied taxonomy expansion task,"{""gpt-4o"": {""suggestion"": ""knowledge graph embeddings"", ""k"": ""1"", ""rank"": 2}, ""ours"": {""suggestion"": ""a knowledge graph completion problem"", ""k"": ""1"", ""rank"": 1}, ""random"": {""suggestion"": ""nodes in a bipartite graph that is fully connected"", ""k"": ""1"", ""rank"": 6}, ""positive"": {""suggestion"": ""a generalisation of the well-studied taxonomy expansion task"", ""k"": ""1"", ""rank"": 3}, ""mpnet_zero"": {""suggestion"": ""ontological knowledge"", ""k"": ""1"", ""rank"": 5}, ""sciIE"": {""suggestion"": ""Ontology Learning"", ""k"": ""1"", ""rank"": 4}}",,3
1-27849_0140b3af-bfaf-4266-b40e-f89d235de460,annotator1,0ff39183-ed81-403d-b6ed-fc158fe2227f,"The evaluation of LLM-based Emotion Support Conversations (ESCs) remains uncertain, highlighting a need for a systematic approach to assess their effectiveness. Additionally, there is a notable gap in performance between ESC-oriented LLMs and human capabilities, indicating a need for improved evaluation frameworks.","In this context, what would be a good source of inspiration for **Emotion support conversation**?",the awesome development of role-playing agents,"{""random"": {""suggestion"": ""traditional task tokens"", ""k"": ""1"", ""rank"": 4}, ""mpnet_zero"": {""suggestion"": ""a Textual Conversational Interface, powered by tool-augmented LLM"", ""k"": ""1"", ""rank"": 5}, ""gpt-4o"": {""suggestion"": ""human empathy"", ""k"": ""1"", ""rank"": 3}, ""positive"": {""suggestion"": ""the awesome development of role-playing agents"", ""k"": ""1"", ""rank"": 1}, ""ours"": {""suggestion"": ""human evaluation"", ""k"": ""1"", ""rank"": 6}, ""sciIE"": {""suggestion"": ""affective-linguistic communication"", ""k"": ""1"", ""rank"": 2}}",checked,3
1-40766_f1a0dc30-65c4-49c6-b3a5-659c27e6fc78,annotator1,0ff39183-ed81-403d-b6ed-fc158fe2227f,"The application of large language models (LLMs) as evaluators in pairwise comparisons often leads to selection bias, resulting in inconsistent judgments that compromise the fairness and effectiveness of evaluation results. This highlights a significant challenge in developing reliable automated evaluation frameworks that can mitigate such biases and improve performance in AI-driven assessments.","In this context, what would be a good source of inspiration for **Debiasing**?",an optimization task aimed at adjusting observed prediction distributions to align with unbiased prediction distributions,"{""ours"": {""suggestion"": ""bias examination"", ""k"": ""1"", ""rank"": 5}, ""gpt-4o"": {""suggestion"": ""adversarial training"", ""k"": ""1"", ""rank"": 2}, ""mpnet_zero"": {""suggestion"": ""Large Language Model Bias Index"", ""k"": ""1"", ""rank"": 4}, ""positive"": {""suggestion"": ""an optimization task aimed at adjusting observed prediction distributions to align with unbiased prediction distributions"", ""k"": ""1"", ""rank"": 1}, ""sciIE"": {""suggestion"": ""Large Language Model Bias Index (LLMBI)"", ""k"": ""1"", ""rank"": 3}, ""random"": {""suggestion"": ""a human-written document"", ""k"": ""1"", ""rank"": 6}}",,2
1-15422_c766cd0d-6d57-4be5-8d8c-a255c127fea9,annotator1,0ff39183-ed81-403d-b6ed-fc158fe2227f,Existing methods for generating rationales in automated scoring systems do not match the accuracy of classifier-based methods and often produce hallucinated information. There is a need for a framework that can generate more faithful rationales while achieving performance comparable to black-box scoring systems.,"In this context, what would be a good source of inspiration for **Automated scoring systems**?",the human assessment process,"{""random"": {""suggestion"": ""examine inferential strategies employed by large language models, through a detailed evaluation of their responses to propositional logic problems"", ""k"": ""1"", ""rank"": 1}, ""gpt-4o"": {""suggestion"": ""explainable AI techniques"", ""k"": ""1"", ""rank"": 2}, ""ours"": {""suggestion"": ""recent work on knowledge generation from LLMs for text-based QA"", ""k"": ""1"", ""rank"": 3}, ""mpnet_zero"": {""suggestion"": ""model-generated scores"", ""k"": ""1"", ""rank"": 4}, ""sciIE"": {""suggestion"": ""synthetic rationale data"", ""k"": ""1"", ""rank"": 5}, ""positive"": {""suggestion"": ""the human assessment process"", ""k"": ""1"", ""rank"": 6}}",checked,3
1-1428_21171440-4bd4-49e3-846c-09f6b89703f9,annotator1,0ff39183-ed81-403d-b6ed-fc158fe2227f,"Large language models (LLMs) may suffer from spurious correlations between input texts and output labels, which limits their ability to reason based purely on general language understanding. This issue can lead to unexpected performance degradation, as LLMs may rely too heavily on individual components of input rather than integrating both premise and hypothesis for inference.","In this context, what would be a good source of inspiration for **Task calibration, a zero-shot and inference-only calibration method**?",mutual information,"{""positive"": {""suggestion"": ""mutual information"", ""k"": ""1"", ""rank"": 1}, ""random"": {""suggestion"": ""in-context learning in natural language processing"", ""k"": ""1"", ""rank"": 2}, ""sciIE"": {""suggestion"": ""zero-shot prompting of large language models (LLMs)"", ""k"": ""1"", ""rank"": 3}, ""mpnet_zero"": {""suggestion"": ""existing calibration methods for large language models"", ""k"": ""1"", ""rank"": 4}, ""gpt-4o"": {""suggestion"": ""Bayesian inference techniques"", ""k"": ""1"", ""rank"": 5}, ""ours"": {""suggestion"": ""philosophical accounts on Inference to the Best Explanation"", ""k"": ""1"", ""rank"": 6}}",checked,3
1-37477_965f8f3c-3de0-4230-ae87-1c1c5483ca32,annotator1,0ff39183-ed81-403d-b6ed-fc158fe2227f,"The study addresses the challenge of factual inaccuracies in the output of large language models, which can undermine the reliability of their responses. It highlights the need for effective methods to improve the retrieval of relevant factual information to enhance the accuracy of these models' answers.","In this context, what would be a good source of inspiration for **For the indexing and retrieval of factual information**?",the cognitive linguistic theory of frame semantics,"{""ours"": {""suggestion"": ""the bag-of-words assumption in information retrieval"", ""k"": ""1"", ""rank"": 4}, ""mpnet_zero"": {""suggestion"": ""general fact-checking capabilities of pre-trained language models"", ""k"": ""1"", ""rank"": 3}, ""random"": {""suggestion"": ""Visual in-context learning"", ""k"": ""1"", ""rank"": 6}, ""gpt-4o"": {""suggestion"": ""search engine algorithms"", ""k"": ""1"", ""rank"": 2}, ""positive"": {""suggestion"": ""the cognitive linguistic theory of frame semantics"", ""k"": ""1"", ""rank"": 1}, ""sciIE"": {""suggestion"": ""large-scale language models (LLMs)"", ""k"": ""1"", ""rank"": 5}}",,3
1-30868_92eac6d1-ca2e-40a8-9b84-255e46cb5372,annotator1,d85abaf6-a2e0-4f4b-8ca8-130127002e96,"Automated Long Answer Grading (ALAG) presents unique challenges due to the complexity and multifaceted nature of fact-based long answers, which differ significantly from shorter answer formats. The traditional score-based approaches fail to capture the nuances of student responses, highlighting the need for a more effective method to evaluate long answers in educational settings.","In this context, what would be a good source of inspiration for **Automated long answer grading**?",a rubric entailment problem,"{""positive"": {""suggestion"": ""a rubric entailment problem"", ""k"": ""1"", ""rank"": 2}, ""random"": {""suggestion"": ""the flexibility of the Choquet integral"", ""k"": ""1"", ""rank"": 6}, ""sciIE"": {""suggestion"": ""Automated Long Answer Grading (ALAG)"", ""k"": ""1"", ""rank"": 4}, ""gpt-4o"": {""suggestion"": ""natural language processing techniques"", ""k"": ""1"", ""rank"": 5}, ""ours"": {""suggestion"": ""evidence-centered design in educational assessments"", ""k"": ""1"", ""rank"": 1}, ""mpnet_zero"": {""suggestion"": ""automated essay scoring"", ""k"": ""1"", ""rank"": 3}}",,4
1-25266_18243071-a3c6-486e-a546-5cd82af2b259,annotator1,d85abaf6-a2e0-4f4b-8ca8-130127002e96,"Enhancing the reasoning capabilities of large language models (LLMs) is a key challenge, particularly for tasks requiring complex, multi-step decision-making. Existing approaches that rely solely on Chain-of-Thought reasoning do not adequately address the need for accurate world state predictions and the exploration of diverse potential actions in complex reasoning tasks.","In this context, what would be a good source of inspiration for **A novel multi-step reasoning framework for large language models**?",Humans excel at these tasks by leveraging deliberate planning with an internal world model to simulate the potential outcomes of various actions,"{""positive"": {""suggestion"": ""Humans excel at these tasks by leveraging deliberate planning with an internal world model to simulate the potential outcomes of various actions"", ""k"": ""1"", ""rank"": 1}, ""ours"": {""suggestion"": ""the idea of large language model Chain of Thought"", ""k"": ""1"", ""rank"": 5}, ""sciIE"": {""suggestion"": ""multi-step reasoning tasks"", ""k"": ""1"", ""rank"": 3}, ""gpt-4o"": {""suggestion"": ""cognitive architectures"", ""k"": ""1"", ""rank"": 2}, ""random"": {""suggestion"": ""second-order textures"", ""k"": ""1"", ""rank"": 6}, ""mpnet_zero"": {""suggestion"": ""multi-step reasoning of Large Language Models"", ""k"": ""1"", ""rank"": 4}}",,4
1-399_4303bb53-050b-41da-bdbd-0abe03f154ee,annotator1,d85abaf6-a2e0-4f4b-8ca8-130127002e96,"The trustworthiness of retrieval-augmented language models is compromised by hallucinations, primarily due to the conflict between contextual and parametric knowledge. There is a need to align these models to respond based solely on external evidence, minimizing the influence of parametric knowledge to enhance their reliability in real-world applications.","In this context, what would be a good source of inspiration for **Trustworthy language models**?",aligning language models with human preference,"{""positive"": {""suggestion"": ""aligning language models with human preference"", ""k"": ""1"", ""rank"": 5}, ""ours"": {""suggestion"": ""the generator-verifier approach in Large Language Models"", ""k"": ""1"", ""rank"": 1}, ""mpnet_zero"": {""suggestion"": ""improve the robustness and contextual awareness of Large Language Models"", ""k"": ""1"", ""rank"": 3}, ""sciIE"": {""suggestion"": ""retrieval-augmented language models"", ""k"": ""1"", ""rank"": 4}, ""gpt-4o"": {""suggestion"": ""fact-checking systems"", ""k"": ""1"", ""rank"": 2}, ""random"": {""suggestion"": ""a non-linear motion prior in the form of pixel-level trajectories"", ""k"": ""1"", ""rank"": 6}}",,4
1-10447_8735204b-8f8d-4e45-82d0-94b733a68b34,annotator1,d85abaf6-a2e0-4f4b-8ca8-130127002e96,"Formulating high-quality prompts for large language models (LLMs) is challenging for non-AI experts due to the scattered optimization principles and the lack of a structural design in existing prompt engineering research. This results in high learning costs and difficulties in the iterative updating of prompts, highlighting a need for more accessible and effective methods for prompt generation.","In this context, what would be a good source of inspiration for **Llms**?",structured reusable programming languages,"{""ours"": {""suggestion"": ""advanced prompt engineering"", ""k"": ""1"", ""rank"": 1}, ""gpt-4o"": {""suggestion"": ""cognitive psychology"", ""k"": ""1"", ""rank"": 2}, ""sciIE"": {""suggestion"": ""prompt-engineering-based large language models (LLMs)"", ""k"": ""1"", ""rank"": 3}, ""random"": {""suggestion"": ""by independently mapping the original spaces to a shared or relative one"", ""k"": ""1"", ""rank"": 4}, ""positive"": {""suggestion"": ""structured reusable programming languages"", ""k"": ""1"", ""rank"": 5}, ""mpnet_zero"": {""suggestion"": ""learning prompts using only text data derived from large language models"", ""k"": ""1"", ""rank"": 6}}",checked,3
1-26767_45892f68-7192-4f75-9f33-cfcbddbbb387,annotator1,d85abaf6-a2e0-4f4b-8ca8-130127002e96,"Current works on large language models tend to resolve questions without considering the varying levels of problem-solving difficulty, leading to an excessive focus on simpler items while neglecting more intricate ones. This presents a challenge in enhancing the reasoning capabilities of these models, particularly for multi-choice questions.","In this context, what would be a good source of inspiration for **Large language models**?",human beings using heuristics to first categorize tasks and then handle them separately,"{""sciIE"": {""suggestion"": ""Large-Language model (LLM)"", ""k"": ""1"", ""rank"": 1}, ""mpnet_zero"": {""suggestion"": ""the reasoning capabilities of the Large Language Model"", ""k"": ""1"", ""rank"": 2}, ""random"": {""suggestion"": ""a feature map"", ""k"": ""1"", ""rank"": 3}, ""gpt-4o"": {""suggestion"": ""human cognitive problem-solving strategies"", ""k"": ""1"", ""rank"": 4}, ""ours"": {""suggestion"": ""the human task-solving process"", ""k"": ""1"", ""rank"": 5}, ""positive"": {""suggestion"": ""human beings using heuristics to first categorize tasks and then handle them separately"", ""k"": ""1"", ""rank"": 6}}",checked,3
1-22200_eb6472d3-2f1c-4af2-919a-2fae50d1e078,annotator1,a1f18ded-e4b4-4d73-b4b8-391ed2bba500,"Current large language models (LLMs) are generally poorly calibrated and over-confident, particularly when utilizing reinforcement learning from human feedback (RLHF). Existing calibration methods focus on estimating individual confidence without leveraging the potential of collective interactions among multiple LLMs, which could enhance both accuracy and calibration.","In this context, what would be a good source of inspiration for **Existing calibration methods for large language models**?","humans, whose decisions and confidences not only stem from intrinsic beliefs but can also be adjusted through daily observations","{""sciIE"": {""suggestion"": ""fine-tuned large language models (LLMs)"", ""k"": ""1"", ""rank"": 4}, ""positive"": {""suggestion"": ""humans, whose decisions and confidences not only stem from intrinsic beliefs but can also be adjusted through daily observations"", ""k"": ""1"", ""rank"": 1}, ""gpt-4o"": {""suggestion"": ""Bayesian inference"", ""k"": ""1"", ""rank"": 3}, ""ours"": {""suggestion"": ""uncertainty estimation literature in large language models"", ""k"": ""1"", ""rank"": 2}, ""random"": {""suggestion"": ""a language-aligned feature space (eg CLIP)"", ""k"": ""1"", ""rank"": 6}, ""mpnet_zero"": {""suggestion"": ""fine-tuning large language models"", ""k"": ""1"", ""rank"": 5}}",,3
1-36819_870a3e83-e2b1-433a-ac36-5c2e2df62980,annotator1,a1f18ded-e4b4-4d73-b4b8-391ed2bba500,"The rapid dissemination of misinformation through social media highlights the need for effective automated fact-checking methods. Additionally, existing deep neural models have not yet achieved a level of reasoning that matches human capabilities, indicating a gap in current research that needs to be addressed.","In this context, what would be a good source of inspiration for **An explanation generation process of the model's veracity prediction**?",a text summarization problem,"{""positive"": {""suggestion"": ""a text summarization problem"", ""k"": ""1"", ""rank"": 3}, ""random"": {""suggestion"": ""an autoregressive Multi-modal Large Language Model"", ""k"": ""1"", ""rank"": 5}, ""sciIE"": {""suggestion"": ""semantic embeddings of disinformation"", ""k"": ""1"", ""rank"": 4}, ""gpt-4o"": {""suggestion"": ""causal reasoning frameworks"", ""k"": ""1"", ""rank"": 2}, ""ours"": {""suggestion"": ""a structural analysis of human reasoning, viewed through Heidegger's notion of truth as \""unconcealment\"" is conducted"", ""k"": ""1"", ""rank"": 1}, ""mpnet_zero"": {""suggestion"": ""Misinformation detection on social media"", ""k"": ""1"", ""rank"": 6}}",,3
1-546_2bf588d1-9f7c-411d-a7c5-fa94a4b9c781,annotator1,a1f18ded-e4b4-4d73-b4b8-391ed2bba500,"Prompt engineering is labor-intensive and often requires extensive manual effort to identify the most informative demonstrations for large language models, which can be challenging due to the need to sift through a vast search space. This highlights a need for more efficient methods to refine prompts and improve model performance through effective instruction delivery.","In this context, what would be a good source of inspiration for **Prompt engineering**?",active learning,"{""random"": {""suggestion"": ""a framework for motion planning of robotic arms"", ""k"": ""1"", ""rank"": 6}, ""gpt-4o"": {""suggestion"": ""curriculum learning"", ""k"": ""1"", ""rank"": 3}, ""positive"": {""suggestion"": ""active learning"", ""k"": ""1"", ""rank"": 2}, ""sciIE"": {""suggestion"": ""prompt-engineering-based large language models (LLMs)"", ""k"": ""1"", ""rank"": 4}, ""ours"": {""suggestion"": ""an instruction learning problem"", ""k"": ""1"", ""rank"": 1}, ""mpnet_zero"": {""suggestion"": ""instruction-based prompts widely used in pretrained language models"", ""k"": ""1"", ""rank"": 5}}",,2
1-20500_e3c5f157-c103-4c5b-82ff-81847246f591,annotator1,a1f18ded-e4b4-4d73-b4b8-391ed2bba500,"The challenge in proactive dialogue lies in steering conversations toward predetermined goals, which Large Language Models (LLMs) typically struggle with due to their reactive nature. Traditional methods to enhance dialogue planning in LLMs face efficiency issues or deliver suboptimal performance, indicating a need for improved strategies in this area.","In this context, what would be a good source of inspiration for **Enhance dialogue planning in large language models**?",the dual-process theory in psychology,"{""mpnet_zero"": {""suggestion"": ""the dialog capabilities of large language models"", ""k"": ""1"", ""rank"": 4}, ""sciIE"": {""suggestion"": ""dialogue model"", ""k"": ""1"", ""rank"": 5}, ""ours"": {""suggestion"": ""the diffusion model that generates future plans conditioned on the target goal and value"", ""k"": ""1"", ""rank"": 3}, ""gpt-4o"": {""suggestion"": ""reinforcement learning"", ""k"": ""1"", ""rank"": 2}, ""random"": {""suggestion"": ""The Deepfake-Specific Feature Guidance Module"", ""k"": ""1"", ""rank"": 6}, ""positive"": {""suggestion"": ""the dual-process theory in psychology"", ""k"": ""1"", ""rank"": 1}}",,2
1-3669_5ce02837-4c84-462d-8a88-c2f238deea7f,annotator1,a1f18ded-e4b4-4d73-b4b8-391ed2bba500,"Current methods for aligning large language models often fail to capture the unique characteristics and preferences of individual users, highlighting a gap in addressing personalized interactions. Additionally, challenges such as limited personal data, diverse preferences, and scalability requirements necessitate innovative approaches to enhance alignment with individual behavioral preferences.","In this context, what would be a good source of inspiration for **Aligning large language models**?",psychometrics,"{""positive"": {""suggestion"": ""psychometrics"", ""k"": ""1"", ""rank"": 2}, ""mpnet_zero"": {""suggestion"": ""aligning Large Language Models with human preferences"", ""k"": ""1"", ""rank"": 4}, ""gpt-4o"": {""suggestion"": ""reinforcement learning from human feedback"", ""k"": ""1"", ""rank"": 3}, ""random"": {""suggestion"": ""Italo Calvino's literature machines"", ""k"": ""1"", ""rank"": 6}, ""sciIE"": {""suggestion"": ""Large Language Model"", ""k"": ""1"", ""rank"": 5}, ""ours"": {""suggestion"": ""a diffusion personalization problem"", ""k"": ""1"", ""rank"": 1}}",,2
1-18595_817e5cbf-dd28-4b2e-af43-9178db7530f8,annotator2,8fa9c65f-4379-4431-9d82-5776404d23b4,"Interpreting machine learning outputs in normatively salient domains requires a broader analysis that extends beyond the understanding of the machine learning model itself, as these models are embedded within and shaped by social structures. This highlights the need for transparency that goes beyond traditional model interpretability, particularly in contexts where social factors influence algorithmic outcomes, such as in racially biased healthcare allocation.","In this context, what would be a good source of inspiration for **Interpreting the outputs of an opaque machine learning model**?",social philosophy,"{""gpt-4o"": {""suggestion"": ""sociotechnical systems"", ""k"": ""1"", ""rank"": 2}, ""ours"": {""suggestion"": ""extensive research from both the social science and AI communities"", ""k"": ""1"", ""rank"": 4}, ""random"": {""suggestion"": ""existing diffusion-based video generation backbones"", ""k"": ""1"", ""rank"": 6}, ""sciIE"": {""suggestion"": ""human-in-the-loop, fairness-aware model selection framework"", ""k"": ""1"", ""rank"": 1}, ""mpnet_zero"": {""suggestion"": ""the growing literature on model interpretability"", ""k"": ""1"", ""rank"": 5}, ""positive"": {""suggestion"": ""social philosophy"", ""k"": ""1"", ""rank"": 3}}",,3
1-38816_fb05415e-ea70-4297-9be8-99991b280fbd,annotator2,8fa9c65f-4379-4431-9d82-5776404d23b4,"The need for improved interpretability in learned representations is crucial, as existing methods often result in entangled information across dimensions, making analysis challenging. Additionally, there is a demand for representation learning techniques that allow for smoother and more predictable latent spaces to facilitate post-hoc analysis.","In this context, what would be a good source of inspiration for **Self-supervised representation learning**?",VAEs,"{""ours"": {""suggestion"": ""learning representations through masked reconstruction in latent space"", ""k"": ""1"", ""rank"": 3}, ""random"": {""suggestion"": ""open vocabulary understanding"", ""k"": ""1"", ""rank"": 1}, ""positive"": {""suggestion"": ""VAEs"", ""k"": ""1"", ""rank"": 2}, ""sciIE"": {""suggestion"": ""self-supervised representation learning"", ""k"": ""1"", ""rank"": 5}, ""gpt-4o"": {""suggestion"": ""contrastive learning"", ""k"": ""1"", ""rank"": 4}, ""mpnet_zero"": {""suggestion"": ""unsupervised representation learning"", ""k"": ""1"", ""rank"": 6}}",,4
1-7599_d93e817d-dabb-4601-8609-10eebdd92a95,annotator2,8fa9c65f-4379-4431-9d82-5776404d23b4,"Modern AI systems often achieve superhuman performance but lack essential human-like features such as generalization, interpretability, and human inter-operability. There is a need for AI agents to learn more interpretable and generalizable behaviors that can facilitate effective human-AI coordination.","In this context, what would be a good source of inspiration for **Ai agents**?",the rich interactions between language and decision-making in humans,"{""ours"": {""suggestion"": ""Humans can quickly learn new behaviors by leveraging background world knowledge"", ""k"": ""1"", ""rank"": 1}, ""random"": {""suggestion"": ""visual tokens"", ""k"": ""1"", ""rank"": 5}, ""sciIE"": {""suggestion"": ""AI agents"", ""k"": ""1"", ""rank"": 6}, ""mpnet_zero"": {""suggestion"": ""replicating human-like cognitive processes in AI"", ""k"": ""1"", ""rank"": 3}, ""positive"": {""suggestion"": ""the rich interactions between language and decision-making in humans"", ""k"": ""1"", ""rank"": 2}, ""gpt-4o"": {""suggestion"": ""cognitive neuroscience"", ""k"": ""1"", ""rank"": 4}}",,4
1-36865_ac6713dd-42ae-42a7-a000-69c7ba40368d,annotator2,8fa9c65f-4379-4431-9d82-5776404d23b4,"The authenticity of the cause in abductive logical reasoning remains underexplored, particularly due to challenges such as reversing thinking patterns and the presence of irrelevant premises. This highlights a need for improved methods to determine the validity of reasoning in large language models.","In this context, what would be a good source of inspiration for **A new framework for large language models abductive logical reasoning**?",hypothesis and verification method and identification of irrelevant information in human thinking process,"{""mpnet_zero"": {""suggestion"": ""enhancing the validity of reasoning processes in Large Language Models"", ""k"": ""1"", ""rank"": 5}, ""ours"": {""suggestion"": ""Miller's cognitive model of explanation"", ""k"": ""1"", ""rank"": 1}, ""gpt-4o"": {""suggestion"": ""Bayesian inference"", ""k"": ""1"", ""rank"": 3}, ""positive"": {""suggestion"": ""hypothesis and verification method and identification of irrelevant information in human thinking process"", ""k"": ""1"", ""rank"": 2}, ""sciIE"": {""suggestion"": ""abductive logical reasoning dataset"", ""k"": ""1"", ""rank"": 4}, ""random"": {""suggestion"": ""detection transformer"", ""k"": ""1"", ""rank"": 6}}",,3
1-27894_a6268477-c849-4d80-baeb-1868347869cd,annotator2,8fa9c65f-4379-4431-9d82-5776404d23b4,"Pretrained language models struggle to effectively capture sentence and document-level semantics, and transferring perturbation-based methods from visual representation learning to NLP remains an unresolved issue due to the limitations imposed by tokenization. This highlights a significant gap in existing research, necessitating innovative approaches to enhance understanding of textual semantics.","In this context, what would be a good source of inspiration for **The learning of sentence-level textual semantics**?",a visual representation learning process,"{""sciIE"": {""suggestion"": ""visual language model"", ""k"": ""1"", ""rank"": 6}, ""random"": {""suggestion"": ""Relative Position Encoding"", ""k"": ""1"", ""rank"": 1}, ""mpnet_zero"": {""suggestion"": ""the rich semantic knowledge embedded in Visual Language Models"", ""k"": ""1"", ""rank"": 2}, ""gpt-4o"": {""suggestion"": ""contextual embeddings"", ""k"": ""1"", ""rank"": 4}, ""ours"": {""suggestion"": ""a text-to-token task"", ""k"": ""1"", ""rank"": 5}, ""positive"": {""suggestion"": ""a visual representation learning process"", ""k"": ""1"", ""rank"": 3}}",,4
